"branchtimes",""
352.23450869,0.352440924978396
188.28329739,0.351897203371993
171.26700358,0.290884388384067
158.34207714,0.265280204527662
137.53400516,0.107906822829827
134.86539697,0.122979331940246
90.16949027,0.19712714192553
84.220529192,0.305374315892875
48.679543082,0.299755500657848
32.557803542,0.264052238571188
16.278899992,0.1024009195
16.278899992,0.107747949
16.278899992,0.029213012
32.309175014,0.30659079387758
29.694571659,0.536012582952433
17.757244989,0.527623377408731
13.083313322,0.498025475129332
10.5767049890001,0.438200379963134
7.59757998900005,0.417936152
6.461949989,0.574988079
31.556389492,0.169238072537499
28.959262867,0.213410162660336
22.799366421,0.245252750008965
21.600334992,0.201972764043466
19.440999992,0.1877037665
18.066682492,0.214946790568826
5.92549499199998,0.276795891
6.96986999199999,0.157579828561603
3.93304999200001,0.1164726565
18.204362997,0.161456091950867
6.62632699700004,0.11453007932966
5.88944999700004,0.067788927
36.281789852,0.329026613079491
36.2817892728494,0.419225482810065
18.1408999828494,0.472325277333333
18.1408999828494,0.4352165845
36.2817882683851,0.399047532279738
18.1408999883851,0.327949712333333
18.1408999883851,0.4641979265
18.1408999883851,0.25982560525
18.1408999883851,0.00612326000000003
18.1408999883851,0.5135279505
29.6815033203851,0.453627813853452
21.1273724463851,0.396768195631917
10.1117999863851,0.4423608745
15.2005421903851,0.371448481601642
2.81534999038507,0.430501209
14.6953334828851,0.355045302227657
11.8934993198851,0.362537552715653
4.76417918688503,0.485116800055975
4.49156648688501,0.468035264996075
3.41539198688503,0.464663442544071
2.14193298688502,0.396556058476318
0.349305986885042,0.537556225
11.9234092318851,0.349409148893531
10.8070991848851,0.313595285528487
2.10273998688507,-0.0158054271870338
1.08543998688509,-0.229210378
8.08411813288507,0.462836200194744
6.40424386888509,0.444122609947746
2.76733998688508,0.473353829
2.06316758688507,0.416420369580613
1.98963136188507,0.423826877006517
1.00768073688505,0.363127202030887
0.486693486885031,0.4716384095
0.426422986885029,0.250337744
1.71411725958507,0.409829937503615
1.48138432018504,0.386180056178466
0.961166986885019,0.2737642885
1.35021036188505,0.448526475909472
1.12390098688502,0.419535380812923
0.713329986885014,0.3766865899892
0.617504986885024,0.360947747680305
0.534087986885027,0.4224186925
0.515431986885005,0.307101970341416
0.318985986885025,0.409690080736513
0.11498898688501,0.350870316
6.65440952988507,0.475028911019133
5.69072471608507,0.461088590990025
1.41317248708509,0.39669901887302
1.21390998708512,0.482951109
3.93914615308506,0.495375557800257
3.19061098638508,0.496300867643901
3.01781998638506,0.4698195205
3.68640248638508,0.494671130483774
3.3405406530851,0.462175818766399
1.72660098608509,0.515676884530586
1.5394799860851,0.509767918
6.03705651818507,0.487795677426534
3.81647498718507,0.5062013565
3.68385792318509,0.473712465179293
2.71187973678508,0.517622726367088
2.40659365348506,0.495202196342901
1.78629098678505,0.475178346312071
1.66905998678504,0.478818008
3.02095838268508,0.436873882709601
2.09641048688508,0.394911120951259
1.23870998688506,0.407828714
2.44828891538509,0.472250796708236
1.4780381534851,0.451001860980992
0.897097786785082,0.479255317699311
0.714667486785061,0.491721445120383
0.447105986785061,0.47878449
