generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
88000,Asarum_europaeum,Liriodendron_tulipifera,200.486,0.0763803,-0.00698703,0.00973807,0
89000,Juncus_atratus,Cedrus_atlantica,0,0.259487,0.00532674,0.374192,0
89000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.151,2.55927,0.119136,3.62083,0
89000,Stipa_pennata,Bromus_erectus,347.62,8.17211,0.0927828,7.31516,0
89000,Nardus_stricta,Molinia_caerulea,324.683,1.35777,0.0587155,1.75416,0
89000,Thlaspi_arvense,Lunaria_rediviva,336.489,1.40039,0.0962282,1.64171,0
89000,Althaea_officinalis,Malva_pusilla,327.443,3.46638,0.0155667,3.99317,0
89000,Senecio_nemorensis,Senecio_vulgaris,351.663,11.3335,0.0926899,0.992385,0
89000,Calendula_officinalis,Scorzonera_hispanica,313.593,1.3982,0.00475247,1.25678,0
89000,Cynoglossum_officinale,Pulmonaria_officinalis,301.824,0.428907,0.0444001,0.472937,0
89000,Teucrium_montanum,Salvia_glutinosa,324.908,2.38957,0.0551701,3.45934,0
89000,Myosurus_minimus,Ranunculus_aconitifolius,328.669,1.10523,0.0355933,1.3262,0
89000,Asarum_europaeum,Liriodendron_tulipifera,197.796,0.0793611,-0.00264867,0.0258581,0
90000,Juncus_atratus,Cedrus_atlantica,0,0.259487,0.00532674,0.374192,0
90000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.286,2.51304,0.119136,3.62083,0
90000,Stipa_pennata,Bromus_erectus,347.62,8.17211,0.0926307,7.31516,0
90000,Nardus_stricta,Molinia_caerulea,324.683,1.35777,0.0587155,1.75416,0
90000,Thlaspi_arvense,Lunaria_rediviva,321.057,1.40039,0.0699776,1.76438,0
90000,Althaea_officinalis,Malva_pusilla,325.374,3.46638,0.0149161,3.99317,0
90000,Senecio_nemorensis,Senecio_vulgaris,351.663,13.4791,0.0429647,1.38769,0
90000,Calendula_officinalis,Scorzonera_hispanica,314.461,1.3982,0.00475247,1.25678,0
90000,Cynoglossum_officinale,Pulmonaria_officinalis,327.743,0.447138,0.107197,0.408592,0
90000,Teucrium_montanum,Salvia_glutinosa,326.006,2.38957,0.0568647,3.45934,0
90000,Myosurus_minimus,Ranunculus_aconitifolius,328.776,1.10523,0.0676808,1.3262,0
90000,Asarum_europaeum,Liriodendron_tulipifera,204.339,0.0600613,-0.0031361,0.00540684,0
91000,Juncus_atratus,Cedrus_atlantica,0,0.259487,0.00532674,0.374192,0
91000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.286,2.51304,0.128645,3.67023,0
91000,Stipa_pennata,Bromus_erectus,347.666,8.17211,0.0926307,7.2529,0
91000,Nardus_stricta,Molinia_caerulea,324.572,1.35777,0.0587155,1.75416,0
91000,Thlaspi_arvense,Lunaria_rediviva,321.057,1.40039,0.0699776,1.76438,0
91000,Althaea_officinalis,Malva_pusilla,328.462,3.46638,0.0149161,3.99317,0
91000,Senecio_nemorensis,Senecio_vulgaris,351.663,14.8629,-0.0616782,0.937871,0
91000,Calendula_officinalis,Scorzonera_hispanica,314.587,1.3982,0.00475247,1.25678,0
91000,Cynoglossum_officinale,Pulmonaria_officinalis,315.877,0.408727,0.09563,0.390472,0
91000,Teucrium_montanum,Salvia_glutinosa,322.273,2.38957,0.0568647,3.45934,0
91000,Myosurus_minimus,Ranunculus_aconitifolius,328.003,1.091,0.0676808,1.3262,0
91000,Asarum_europaeum,Liriodendron_tulipifera,179.227,0.076637,-0.0031361,0.0126975,0
92000,Juncus_atratus,Cedrus_atlantica,0,0.259487,0.00532674,0.374192,0
92000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.286,2.51304,0.141554,3.67023,0
92000,Stipa_pennata,Bromus_erectus,347.666,8.11311,0.0926307,7.2529,0
92000,Nardus_stricta,Molinia_caerulea,324.572,1.35777,0.0587155,1.75416,0
92000,Thlaspi_arvense,Lunaria_rediviva,321.057,1.40039,0.0699776,1.76438,0
92000,Althaea_officinalis,Malva_pusilla,327.359,3.46638,0.0149161,3.99317,0
92000,Senecio_nemorensis,Senecio_vulgaris,351.663,10.2294,0.0229366,1.12947,0
92000,Calendula_officinalis,Scorzonera_hispanica,314.14,1.3982,0.00475247,1.25678,0
92000,Cynoglossum_officinale,Pulmonaria_officinalis,314.643,0.510806,0.0220079,0.347397,0
92000,Galium_verrucosum,Galium_odoratum,347.414,2.21376,0.0276286,0.512227,0
92000,Teucrium_montanum,Salvia_glutinosa,324.385,2.33605,0.0672922,3.45934,0
92000,Myosurus_minimus,Ranunculus_aconitifolius,328.973,0.921675,0.0643205,1.22408,0
92000,Asarum_europaeum,Liriodendron_tulipifera,175.094,0.060053,-0.0031361,0.0125929,0
93000,Juncus_atratus,Cedrus_atlantica,0,0.259474,0.00532674,0.374192,0
93000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.456,2.51304,0.122035,3.67023,0
93000,Stipa_pennata,Bromus_erectus,347.666,8.11311,0.0896542,7.2529,0
93000,Nardus_stricta,Molinia_caerulea,324.572,1.35777,0.0587155,1.75416,0
93000,Thlaspi_arvense,Lunaria_rediviva,321.057,1.40039,0.0699776,1.76438,0
93000,Althaea_officinalis,Malva_pusilla,329.296,3.46638,0.0149161,3.99317,0
93000,Senecio_nemorensis,Senecio_vulgaris,350.711,0.358771,0.0174044,2.26656,0
93000,Senecio_nemorensis,Senecio_vulgaris,351.663,10.2294,0.00646082,0.229927,0
93000,Calendula_officinalis,Scorzonera_hispanica,311.399,1.3982,0.0051391,1.31743,0
93000,Cynoglossum_officinale,Pulmonaria_officinalis,323.547,0.525242,0.0379314,0.54525,0
93000,Galium_verrucosum,Galium_odoratum,347.669,1.92485,0.0880815,0.535856,0
93000,Teucrium_montanum,Salvia_glutinosa,324.682,2.33605,0.0693036,3.45934,0
93000,Myosurus_minimus,Ranunculus_aconitifolius,329.284,0.921675,0.0643905,1.22408,0
93000,Asarum_europaeum,Liriodendron_tulipifera,174.118,0.0819254,-0.0031361,0.0271113,0
94000,Juncus_atratus,Cedrus_atlantica,0,0.259474,0.00532674,0.374192,0
94000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.456,2.51304,0.122035,3.67023,0
94000,Stipa_pennata,Bromus_erectus,347.666,8.11311,0.137631,8.29355,0
94000,Nardus_stricta,Molinia_caerulea,324.572,1.35777,0.0587155,1.75416,0
94000,Thlaspi_arvense,Lunaria_rediviva,321.057,1.40039,0.0699776,1.76438,0
94000,Althaea_officinalis,Malva_pusilla,324.831,3.46638,0.0149161,3.99317,0
94000,Senecio_nemorensis,Senecio_vulgaris,349.984,0.276835,0.0417966,3.52127,0
94000,Senecio_nemorensis,Senecio_vulgaris,351.663,18.7845,0.0333082,0.196981,0
94000,Calendula_officinalis,Scorzonera_hispanica,315.737,1.3982,0.00627905,1.31743,0
94000,Cynoglossum_officinale,Pulmonaria_officinalis,327.365,0.595956,0.0292482,0.456902,0
94000,Galium_verrucosum,Galium_odoratum,346.406,2.01088,0.060958,0.348008,0
94000,Teucrium_montanum,Salvia_glutinosa,326.185,2.33605,0.0693036,3.45934,0
94000,Myosurus_minimus,Ranunculus_aconitifolius,329.234,0.921675,0.0643905,1.22408,0
94000,Asarum_europaeum,Liriodendron_tulipifera,173.558,0.0819254,-0.0031361,0.026189,0
95000,Juncus_atratus,Cedrus_atlantica,0,0.259474,0.00532674,0.374192,0
95000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.456,2.51304,0.122035,3.67023,0
95000,Stipa_pennata,Bromus_erectus,347.351,8.11311,0.137631,8.29355,0
95000,Nardus_stricta,Molinia_caerulea,324.572,1.35777,0.0587155,1.75416,0
95000,Thlaspi_arvense,Lunaria_rediviva,321.057,1.40039,0.0699776,1.76438,0
95000,Althaea_officinalis,Malva_pusilla,325.507,3.48502,0.0149161,3.99317,0
95000,Senecio_nemorensis,Senecio_vulgaris,349.984,0.370884,0.0215334,3.499,0
95000,Senecio_nemorensis,Senecio_vulgaris,351.663,16.369,-0.0320607,0.509921,0
95000,Calendula_officinalis,Scorzonera_hispanica,314.001,1.3982,0.00627905,1.31743,0
95000,Cynoglossum_officinale,Pulmonaria_officinalis,329.347,0.595956,0.0604368,0.572382,0
95000,Galium_verrucosum,Galium_odoratum,346.406,2.08833,0.0132235,0.180092,0
95000,Teucrium_montanum,Salvia_glutinosa,323.013,2.33605,0.0603276,3.45934,0
95000,Myosurus_minimus,Ranunculus_aconitifolius,329.234,0.921675,0.0643905,1.22408,0
95000,Asarum_europaeum,Liriodendron_tulipifera,172.168,0.142959,-0.0031361,0.0586047,0
96000,Juncus_atratus,Cedrus_atlantica,0,0.259474,0.00532674,0.374192,0
96000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.456,2.51304,0.122035,3.64684,0
96000,Stipa_pennata,Bromus_erectus,347.351,8.11311,0.151531,8.64416,0
96000,Nardus_stricta,Molinia_caerulea,324.62,1.35777,0.0587155,1.75416,0
96000,Thlaspi_arvense,Lunaria_rediviva,321.057,1.40039,0.0699749,1.76438,0
96000,Althaea_officinalis,Malva_pusilla,331.075,3.48502,0.0149161,3.99317,0
96000,Senecio_nemorensis,Senecio_vulgaris,349.984,0.370884,0.0217878,3.499,0
96000,Senecio_nemorensis,Senecio_vulgaris,351.679,16.369,0.0209547,0.204819,0
96000,Calendula_officinalis,Scorzonera_hispanica,315.308,1.3982,0.00654894,1.31743,0
96000,Cynoglossum_officinale,Pulmonaria_officinalis,324.027,0.71154,0.0259422,0.686302,0
96000,Galium_verrucosum,Galium_odoratum,348.217,1.88133,0.0490421,0.377656,0
96000,Teucrium_montanum,Salvia_glutinosa,322.252,2.33605,0.0603276,3.45934,0
96000,Myosurus_minimus,Ranunculus_aconitifolius,329.11,1.06707,0.0643905,1.22408,0
96000,Asarum_europaeum,Liriodendron_tulipifera,185.88,0.163214,-0.0031361,0.0847461,0
97000,Juncus_atratus,Cedrus_atlantica,0,0.259474,0.00532674,0.374192,0
97000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.456,2.51304,0.116671,3.64684,0
97000,Stipa_pennata,Bromus_erectus,347.328,8.11311,0.151531,8.6785,0
97000,Nardus_stricta,Molinia_caerulea,324.62,1.35777,0.0587155,1.75416,0
97000,Thlaspi_arvense,Lunaria_rediviva,321.057,1.40039,0.0699749,1.76438,0
97000,Althaea_officinalis,Malva_pusilla,328.66,3.45374,0.0149161,3.99317,0
97000,Senecio_nemorensis,Senecio_vulgaris,349.984,0.422278,-0.0525629,3.499,0
97000,Senecio_nemorensis,Senecio_vulgaris,351.679,16.2212,-0.0201873,0.754623,0
97000,Calendula_officinalis,Scorzonera_hispanica,316.602,1.3982,0.00654894,1.31743,0
97000,Cynoglossum_officinale,Pulmonaria_officinalis,322.281,0.736103,0.0259422,0.727277,0
97000,Galium_verrucosum,Galium_odoratum,347.673,1.88133,0.0966256,0.107119,0
97000,Teucrium_montanum,Salvia_glutinosa,324.869,2.35944,0.0603276,3.45934,0
97000,Myosurus_minimus,Ranunculus_aconitifolius,327.909,1.06707,0.0643905,1.2846,0
97000,Asarum_europaeum,Liriodendron_tulipifera,172.609,0.179982,-0.00400441,0.0847461,0
98000,Juncus_atratus,Cedrus_atlantica,0,0.259474,0.00532674,0.374192,0
98000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.456,2.51304,0.116671,3.64684,0
98000,Stipa_pennata,Bromus_erectus,347.328,8.11311,0.151531,8.6785,0
98000,Nardus_stricta,Molinia_caerulea,324.73,1.35777,0.0587155,1.75416,0
98000,Thlaspi_arvense,Lunaria_rediviva,321.057,1.40039,0.0699749,1.76438,0
98000,Althaea_officinalis,Malva_pusilla,326.5,3.45374,0.0149161,3.99317,0
98000,Senecio_nemorensis,Senecio_vulgaris,349.984,0.421329,-0.0899825,3.499,0
98000,Senecio_nemorensis,Senecio_vulgaris,351.679,16.2212,0.0625955,0.588116,0
98000,Calendula_officinalis,Scorzonera_hispanica,315.061,1.3982,0.00654894,1.31743,0
98000,Erigeron_acer,Erigeron_alpinus,315.783,0.253489,-0.0280828,0.0294983,0
98000,Cynoglossum_officinale,Pulmonaria_officinalis,305.145,0.727831,0.0259422,0.775755,0
98000,Galium_verrucosum,Galium_odoratum,347.845,2.43008,0.0102633,0.549535,0
98000,Teucrium_montanum,Salvia_glutinosa,327.392,2.35944,0.0631249,3.31494,0
98000,Myosurus_minimus,Ranunculus_aconitifolius,327.067,1.06707,0.0666943,1.2846,0
98000,Asarum_europaeum,Liriodendron_tulipifera,179.219,0.174352,-0.00400441,0.0889583,0
99000,Juncus_atratus,Cedrus_atlantica,0,0.259474,0.00532674,0.374192,0
99000,Rhynchospora_fusca,Eleocharis_quinqueflora,334.576,2.51304,0.119591,3.64684,0
99000,Stipa_pennata,Bromus_erectus,347.328,8.11311,0.149011,8.6785,0
99000,Nardus_stricta,Molinia_caerulea,324.73,1.35777,0.0587155,1.75416,0
99000,Thlaspi_arvense,Lunaria_rediviva,321.057,1.40039,0.0699749,1.76438,0
99000,Althaea_officinalis,Malva_pusilla,327.631,3.45374,0.0149161,3.99317,0
99000,Senecio_nemorensis,Senecio_vulgaris,349.984,0.484816,-0.0211555,3.499,0
99000,Senecio_nemorensis,Senecio_vulgaris,351.679,16.2212,-0.0148704,1.57997,0
99000,Calendula_officinalis,Scorzonera_hispanica,315.228,1.3982,0.00654894,1.31743,0
99000,Solidago_altissima,Artemisia_maritima,302.18,0.441642,-0.0280828,0.0752509,0
99000,Cynoglossum_officinale,Pulmonaria_officinalis,319.758,0.727201,0.0293231,0.775755,0
99000,Galium_verrucosum,Galium_odoratum,347.845,2.43008,0.0999034,0.651865,0
99000,Teucrium_montanum,Salvia_glutinosa,326.05,2.35944,0.0566281,3.31494,0
99000,Myosurus_minimus,Ranunculus_aconitifolius,322.582,1.06707,0.0620704,1.2656,0
99000,Asarum_europaeum,Liriodendron_tulipifera,178.013,0.178266,-0.00400441,0.0889583,0
