"","species","val"
"712","Montia_fontana",0.489958479
"713","Portulaca_oleracea",0.356025857
"714","Phytolacca_esculenta",0.698970004
"715","Polygonum_hydropiper",0.539076099
"716","Polygonum_persicaria",0.539076099
"717","Polygonum_viviparum",0.394083776
"718","Polygonum_bistorta",0.394451681
"719","Rumex_stenophyllus",0.534026106
"720","Rumex_palustris",0.484299839
"721","Rumex_maritimus",0.103803721
"722","Rumex_hydrolapathum",0.539076099
"723","Rumex_longifolius",0.352182518
"724","Rumex_alpinus",0.204119983
"725","Fallopia_convolvulus",0.620136055
"726","Polygonum_aviculare",0.431363764
"727","Oxyria_digyna",0.480006943
"728","Rumex_crispus",0.46834733
"729","Rumex_pulcher",0.620136055
"730","Rumex_conglomeratus",0.46834733
"731","Rumex_sanguineus",0.534026106
"732","Rumex_obtusifolius",0.53529412
"733","Rumex_scutatus",0.233148468
"734","Rumex_acetosella",0.515873844
"735","Rumex_thyrsiflorus",0.478566496
"736","Rumex_acetosa",0.495544338
"737","Armeria_maritima",0.56937391
"738","Limonium_vulgare",0.414973348
"739","Myricaria_germanica",0.136720567
"740","Drosera_rotundifolia",-0.055517328
"741","Drosera_intermedia",0.139879086
"742","Thesium_pyrenaicum",0.421603927
"743","Thesium_bavarum",0.599883072
"744","Thesium_alpinum",0.456366033
"745","Bifora_radians",0.64246452
"746","Bifora_testiculata",0.667452953
"747","Pimpinella_major",0.58546073
"748","Astrantia_major",0.432969291
"749","Eryngium_maritimum",0.565847819
"750","Bupleurum_tenuissimum",0.534026106
"751","Bupleurum_falcatum",0.568201724
"752","Bupleurum_ranunculoides",0.431363764
"753","Oenanthe_aquatica",0.627365857
"754","Oenanthe_lachenalii",0.511883361
"755","Oenanthe_fistulosa",0.558708571
"756","Smyrnium_olusatrum",0.67669361
"757","Ligusticum_scoticum",0.418301291
"758","Myrrhis_odorata",0.592176757
"759","Anthriscus_sylvestris",0.62324929
"760","Chaerophyllum_hirsutum",0.517195898
"761","Chaerophyllum_temulum",0.574031268
"762","Torilis_japonica",0.556302501
"763","Torilis_nodosa",0.457881897
"764","Laserpitium_latifolium",0.414973348
"765","Laserpitium_siler",0.561101384
"766","Daucus_carota",0.439332694
"767","Crithmum_maritimum",0.457881897
"768","Aegopodium_podagraria",0.568201724
"769","Falcaria_vulgaris",0.558708571
"770","Pimpinella_saxifraga",0.583198774
"771","Foeniculum_vulgare",0.515873844
"772","Ammi_majus",0.499687083
"773","Apium_graveolens",0.484299839
"774","Coriandrum_sativum",0.673020907
"775","Conium_maculatum",0.582063363
"776","Pastinaca_sativa",0.40654018
"777","Heracleum_sibiricum",0.376576957
"778","Heracleum_sphondylium",0.271841607
"779","Heracleum_mantegazzianum",0.338456494
"780","Silaum_silaus",0.534026106
"781","Selinum_carvifolia",0.46834733
"782","Aethusa_cynapium",0.484299839
"783","Seseli_hippomarathrum",0.311753861
"784","Angelica_sylvestris",0.434568904
"785","Angelica_archangelica",0.424881637
"786","Pleurospermum_austriacum",0.57863921
"787","Chaerophyllum_bulbosum",0.58546073
"788","Athamanta_cretensis",0.450249108
"789","Peucedanum_oreoselinum",0.419955748
"790","Peucedanum_officinale",0.517195898
"791","Peucedanum_cervaria",0.442479769
"792","Peucedanum_ostruthium",0.334453751
"793","Conopodium_majus",0.59439255
"794","Scandix_pecten-veneris",0.619093331
"795","Cnidium_dubium",0.380211242
"796","Trinia_glauca",0.545307116
"797","Apium_nodiflorum",0.540329475
"798","Turgenia_latifolia",0.484299839
"799","Solidago_altissima",-0.552841969
"800","Solidago_graminifolia",-0.782516056
"801","Omalotheca_supina",-0.229147988
"802","Inula_crithmoides",-0.207608311
"803","Anthemis_tinctoria",0.432969291
"804","Petasites_hybridus",-0.552841969
"805","Cnicus_benedictus",0.627365857
"806","Adenostyles_alliariae",-0.13667714
"807","Matricaria_maritima",0.394451681
"808","Hypochoeris_radicata",0.348304863
"809","Picris_echioides",-0.022276395
"810","Picris_pauciflora",0.526339277
"811","Gnaphalium_luteo-album",-0.124938737
"812","Cirsium_eriophorum",-0.207608311
"813","Cirsium_pannonicum",0.5774918
"814","Cirsium_acaule",-0.412289035
"815","Cirsium_dissectum",-0.193820026
"816","Aster_lanceolatus",-0.408935393
"817","Aster_novi-belgii",-0.397940009
"818","Aster_linosyris",0.021189299
"819","Centaurea_nigrescens",0.552668216
"820","Centaurea_rhenana",0.546542663
"821","Centaurea_triumfetti",0.587710965
"822","Carlina_vulgaris",-0.229147988
"823","Calendula_officinalis",0.589949601
"824","Calendula_arvensis",0.549003262
"825","Buphthalmum_salicifolium",0.382017043
"826","Pulicaria_dysenterica",-0.37675071
"827","Inula_helenium",-0.167491087
"828","Inula_salicina",-0.552841969
"829","Inula_hirta",-0.187086643
"830","Inula_britannica",-0.537602002
"831","Cichorium_intybus",0.537819095
"832","Tolpis_staticifolia",-0.340264398
"833","Chondrilla_juncea",-0.119186408
"834","Jurinea_cyanoides",0.130333768
"835","Doronicum_grandiflorum",-0.051655509
"836","Doronicum_clusii",-0.026872146
"837","Echinops_sphaerocephalus",0.209515015
"838","Onopordum_acanthium",0.396199347
"839","Carduus_tenuiflorus",-0.102372909
"840","Carduus_crispus",0.123851641
"841","Carduus_acanthoides",-0.408935393
"842","Carduus_nutans",-0.236572006
"843","Carlina_acaulis",-0.070581074
"844","Cirsium_helenioides",-0.698970004
"845","Cirsium_palustre",-0.366531544
"846","Cirsium_arvense",-0.431798276
"847","Cirsium_vulgare",-0.045757491
"848","Cirsium_spinosissimum",-0.301290651
"849","Centaurea_cyanus",0.633468456
"850","Centaurea_montana",0.674861141
"851","Carthamus_tinctorius",0.63447727
"852","Carthamus_lanatus",0.499687083
"853","Centaurea_scabiosa",0.558708571
"854","Centaurea_nigra",0.605305046
"855","Centaurea_jacea",0.57634135
"856","Centaurea_maculosa",0.434568904
"857","Arctium_minus",0.558708571
"858","Arctium_lappa",0.649334859
"859","Saussurea_alpina",-0.124938737
"860","Scorzonera_hispanica",0.250420002
"861","Scorzonera_laciniata",0.021189299
"862","Scorzonera_austriaca",0.045322979
"863","Tragopogon_porrifolius",-0.48148606
"864","Tragopogon_dubius",-0.022276395
"865","Tragopogon_pratensis",-0.13667714
"866","Hieracium_intybaceum",-0.053695145
"867","Hieracium_pilosella",-0.073143291
"868","Hieracium_lactucella",-0.096910013
"869","Hieracium_aurantiacum",-0.420216403
"870","Hieracium_flagellare",-0.431798276
"871","Hieracium_piloselloides",-0.200659451
"872","Hieracium_caespitosum",-0.30980392
"873","Hieracium_echioides",-0.026872146
"874","Hieracium_alpinum",-0.031816024
"875","Hieracium_porrifolium",0.096910013
"876","Hieracium_sabaudum",-0.060480747
"877","Hieracium_laevigatum",-0.031517051
"878","Hieracium_umbellatum",-0.075720714
"879","Hieracium_glaucum",-0.142667504
"880","Hieracium_murorum",-0.22184875
"881","Hieracium_bifidum",-0.236572006
"882","Cicerbita_alpina",0.008600172
"883","Mycelis_muralis",-0.327902142
"884","Lactuca_virosa",0.064457989
"885","Lactuca_serriola",-0.113509275
"886","Lactuca_perennis",0.244524512
"887","Lapsana_communis",0.555094449
"888","Crepis_praemorsa",0.113943352
"889","Crepis_mollis",-0.26760624
"890","Crepis_paludosa",-0.036212173
"891","Crepis_foetida",0.344392274
"892","Crepis_vesicaria",-0.397940009
"893","Crepis_capillaris",-0.37675071
"894","Crepis_biennis",0.176091259
"895","Prenanthes_purpurea",-0.070581074
"896","Hypochaeris_glabra",-0.031517051
"897","Picris_hieracioides",0.029383778
"898","Leontodon_hispidus",0.173186268
"899","Leontodon_taraxacoides",-0.013228266
"900","Leontodon_incanus",0
"901","Hypochaeris_maculata",-0.080921908
"902","Hypochaeris_uniflora",-0.207608311
"903","Sonchus_arvensis",0.113943352
"904","Aposeris_foetida",0.525044807
"905","Sonchus_palustris",-0.366531544
"906","Sonchus_asper",-0.431798276
"907","Sonchus_oleraceus",-0.236572006
"908","Cotula_coronopifolia",0.190331698
"909","Tussilago_farfara",-0.677780705
"910","Homogyne_alpina",-0.375800438
"911","Adenostyles_leucophylla",-0.141866005
"912","Senecio_nemorensis",-0.337242168
"913","Senecio_doronicum",-0.283996656
"914","Senecio_vulgaris",-0.37675071
"915","Senecio_vernalis",0.11058971
"916","Senecio_sylvaticus",-0.619788758
"917","Senecio_viscosus",-0.180456064
"918","Senecio_squalidus",-0.337242168
"919","Senecio_inaequidens",-0.060480747
"920","Aster_amellus",-0.008773924
"921","Cicerbita_macrophylla",-0.537602002
"922","Aster_tripolium",-0.060480747
"923","Aster_bellidiastrum",-0.402348684
"924","Bellis_perennis",0.247973266
"925","Conyza_bonariensis",-0.537602002
"926","Erigeron_karvinskianus",-0.318758763
"927","Conyza_canadensis",-0.30980392
"928","Solidago_virgaurea",-0.080921908
"929","Rudbeckia_hirta",0.328379603
"930","Solidago_canadensis",-0.337242168
"931","Solidago_gigantea",-0.102372909
"932","Artemisia_campestris",0.397940009
"933","Artemisia_vulgaris",0.190331698
"934","Leucanthemum_vulgare",0.457881897
"935","Chrysanthemum_segetum",0.561101384
"936","Chrysanthemum_coronarium",0.612783857
"937","Tanacetum_vulgare",0.367355921
"938","Achillea_ptarmica",0.356025857
"939","Tanacetum_corymbosum",0.26245109
"940","Achillea_nana",0.178516524
"941","Achillea_atrata",-0.03421524
"942","Achillea_nobilis",0.055110638
"943","Achillea_millefolium",0.283301229
"944","Achillea_filipendulina",0.146128036
"945","Antennaria_dioica",-0.769551079
"946","Antennaria_carpatica",-0.677780705
"947","Logfia_minima",-0.619788758
"948","Helichrysum_arenarium",-0.443697499
"949","Bidens_frondosa",0.380211242
"950","Bidens_cernua",0.247973266
"951","Bidens_tripartita",0.369215857
"952","Arnica_montana",-0.080921908
"953","Eupatorium_cannabinum",0.008600172
"954","Galinsoga_ciliata",0.127104798
"955","Helianthus_annuus",0.7355989
"956","Xanthium_strumarium",0.64246452
"957","Hedypnois_cretica",0.482873584
"958","Hieracium_amplexicaule",0.255272505
"959","Hieracium_vulgatum",-0.026872146
"960","Tripleurospermum_perforatum",0.356025857
"961","Leuzea_rhapontica",-0.301029996
"962","Artemisia_maritima",0.5289167
"963","Artemisia_genipi",0.204499824
"964","Achillea_cartilaginea",0.397940009
"965","Leucanthemopsis_alpina",0.164352856
"966","Serratula_tinctoria",0.021189299
"967","Filago_lutescens",0.037306951
"968","Leucanthemum_heterophyllum",0.378397901
"969","Leontodon_autumnalis",0.276461804
"970","Leontodon_pyrenaicus",0.247973266
"971","Crepis_terglouensis",-0.102906484
"972","Erigeron_acer",-0.327902142
"973","Erigeron_alpinus",-0.172591952
"974","Bidens_connata",0.394451681
"975","Bidens_radiata",0.184691431
"976","Senecio_erucifolius",-0.420216403
"977","Senecio_jacobaea",0
"978","Senecio_incanus",-0.061245179
"979","Senecio_paludosus",-0.200659451
"980","Senecio_aquaticus",0.004321374
"981","Filaginella_uliginosa",-0.585026652
"982","Rudbeckia_laciniata",0.517195898
"983","Telekia_speciosissima",0.206825876
"984","Taraxacum_species",-0.13076828
"985","Menyanthes_trifoliata",0.598790507
"986","Lobelia_erinus",0.212187604
"987","Lobelia_dortmanna",0.173186268
"988","Campanula_thyrsoides",0.132451813
"989","Campanula_spicata",0.173186268
"990","Campanula_latifolia",0.307496038
"991","Campanula_trachelium",0.382017043
"992","Campanula_sibirica",0.127104798
"993","Campanula_rapunculoides",0.361727836
"994","Campanula_glomerata",0.334453751
"995","Jasione_montana",0.158362492
"996","Jasione_laevis",0.294466226
"997","Campanula_carpatica",0.227886705
"998","Campanula_pyramidalis",0.247973266
"999","Campanula_cenisia",0.083215862
"1000","Campanula_rotundifolia",0.271841607
"1001","Campanula_scheuchzeri",0.223288219
"1002","Campanula_persicifolia",0.269512944
"1003","Phyteuma_spicatum",0.385606274
"1004","Physoplexis_comosa",0.250420002
"1005","Phyteuma_ovatum",0.352182518
"1006","Phyteuma_betonicifolium",0.141449773
"1007","Phyteuma_scheuchzeri",0.167317335
"1008","Campanula_cervicaria",0.155336037
"1009","Campanula_barbata",0.152746864
"1010","Adenophora_lilifolia",0.46834733
"1011","Scabiosa_lucida",0.230448921
"1012","Lonicera_periclymenum",0.598790507
"1013","Lonicera_caerulea",0.552668216
"1014","Scabiosa_atropurpurea",0.456366033
"1015","Scabiosa_columbaria",0.434568904
"1016","Scabiosa_ochroleuca",0.463892989
"1017","Succisa_pratensis",0.478566496
"1018","Succisella_inflexa",0.457881897
"1019","Knautia_arvensis",0.557507202
"1020","Dipsacus_fullonum",0.534026106
"1021","Dipsacus_laciniatus",0.408239965
"1022","Dipsacus_pilosus",0.57863921
"1023","Valerianella_carinata",0.285557309
"1024","Valerianella_dentata",0.489958479
"1025","Valeriana_officinalis",0.130333768
"1026","Valeriana_dioica",-0.008773924
"1027","Centranthus_ruber",0.033423755
"1028","Viburnum_opulus",0.612783857
"1029","Symphytum_officinale",0.655138435
"1030","Symphytum_tuberosum",0.638489257
"1031","Phacelia_tanacetifolia",0.558708571
"1032","Cynoglossum_officinale",0.627365857
"1033","Myosotis_arvensis",0.488550717
"1034","Myosotis_ramosissima",0.322219295
"1035","Myosotis_alpestris",0.462397998
"1036","Myosotis_scorpioides",0.387389826
"1037","Myosotis_stricta",0.274157849
"1038","Pulmonaria_officinalis",0.609594409
"1039","Anchusa_azurea",0.695481676
"1040","Borago_officinalis",0.748188027
"1041","Anchusa_officinalis",0.598790507
"1042","Echium_vulgare",0.605305046
"1043","Buglossoides_purpurocaerulea",0.62324929
"1044","Buglossoides_arvensis",0.665580991
"1045","Galium_schultesii",0.445604203
"1046","Galium_megalospermum",0.253652948
"1047","Galium_sterneri",0.519827994
"1048","Galium_truniacum",0.353800865
"1049","Asperula_aristata",0.547774705
"1050","Galium_verrucosum",0.664641976
"1051","Galium_odoratum",0.380211242
"1052","Galium_aparine",0.683947131
"1053","Galium_saxatile",0.552668216
"1054","Galium_pumilum",0.495544338
"1055","Galium_parisiense",0.519827994
"1056","Galium_uliginosum",0.495544338
"1057","Galium_mollugo",0.542202782
"1058","Galium_album",0.5289167
"1059","Galium_lucidum",0.574031268
"1060","Galium_verum",0.549003262
"1061","Galium_sylvaticum",0.596597096
"1062","Asperula_purpurea",0.559906625
"1063","Sherardia_arvensis",0.627365857
"1064","Asperula_cynanchica",0.378397901
"1065","Galium_palustre",0.571708832
"1066","Cruciata_glabra",0.610660163
"1067","Cruciata_laevipes",0.656098202
"1068","Galium_boreale",0.517195898
"1069","Gentianella_uliginosa",0.419955748
"1070","Blackstonia_perfoliata",-0.075720714
"1071","Centaurium_pulchellum",0.10720997
"1072","Centaurium_erythraea",0.004321374
"1073","Gentiana_utriculosa",0.271841607
"1074","Gentiana_verna",0.195899652
"1075","Gentiana_clusii",0.471291711
"1076","Gentiana_asclepiadea",0.045322979
"1077","Gentiana_lutea",0.334453751
"1078","Gentiana_punctata",0.06081112
"1079","Gentiana_pneumonanthe",0.155336037
"1080","Gentiana_cruciata",0.283301229
"1081","Swertia_perennis",0.389166084
"1082","Gentianella_germanica",0.499687083
"1083","Gentianella_campestris",0.489958479
"1084","Gentianella_amarella",0.414973348
"1085","Vinca_minor",0.644438589
"1086","Vincetoxicum_hirundinaria",-0.148741651
"1087","Asclepias_syriaca",-0.522878745
"1088","Teucrium_montanum",0.447158031
"1089","Teucrium_chamaedrys",0.582063363
"1090","Teucrium_scorodonia",0.589949601
"1091","Scutellaria_minor",0.403120521
"1092","Galeopsis_angustifolia",0.490590487
"1093","Galeopsis_tetrahit",0.635483747
"1094","Galeopsis_bifida",0.624282096
"1095","Melittis_melissophyllum",0.57054294
"1096","Stachys_sylvatica",0.592176757
"1097","Stachys_recta",0.57054294
"1098","Stachys_officinalis",0.534026106
"1099","Stachys_palustris",0.582063363
"1100","Ballota_nigra",0.491361694
"1101","Marrubium_vulgare",0.589949601
"1102","Lamium_album",0.534026106
"1103","Lamium_maculatum",0.540329475
"1104","Salvia_glutinosa",0.527629901
"1105","Origanum_vulgare",0.326335861
"1106","Thymus_pulegioides",0.414973348
"1107","Thymus_vulgaris",0.553883027
"1108","Thymus_serpyllum",0.484299839
"1109","Mentha_longifolia",0.397940009
"1110","Mentha_suaveolens",0.260071388
"1111","Mentha_pulegium",0.356025857
"1112","Mentha_aquatica",0.439332694
"1113","Mentha_arvensis",0.397940009
"1114","Clinopodium_vulgare",0.546542663
"1115","Prunella_vulgaris",0.556302501
"1116","Prunella_grandiflora",0.451786436
"1117","Horminum_pyrenaicum",0.487138375
"1118","Nepeta_cataria",0.574031268
"1119","Lycopus_europaeus",0.44870632
"1120","Salvia_verticillata",0.474216264
"1121","Salvia_pratensis",0.627365857
"1122","Thymus_praecox",0.471291711
"1123","Prunella_laciniata",0.5289167
"1124","Leonurus_cardiaca",0.489958479
"1125","Acinos_arvensis",0.374748346
"1126","Galeopsis_segetum",0.392784858
"1127","Galeopsis_ladanum",0.367449107
"1128","Verbascum_lychnitis",0.344392274
"1129","Buddleja_davidii",0.146128036
"1130","Verbascum_nigrum",0.385606274
"1131","Verbascum_thapsus",0.36361198
"1132","Scrophularia_nodosa",0.29666519
"1133","Scrophularia_auriculata",0.318063335
"1134","Scrophularia_umbrosa",0.283301229
"1135","Mimulus_guttatus",0.181843588
"1136","Verbena_officinalis",0.431363764
"1137","Rhinanthus_angustifolius",0.40654018
"1138","Melampyrum_pratense",0.658011397
"1139","Melampyrum_cristatum",0.633468456
"1140","Rhinanthus_alectorolophus",0.474216264
"1141","Rhinanthus_glacialis",0.474216264
"1142","Rhinanthus_minor",0.338456494
"1143","Bartsia_alpina",0.294466226
"1144","Euphrasia_officinalis",0.326335861
"1145","Euphrasia_minima",0.471130288
"1146","Euphrasia_stricta",0.301029996
"1147","Orobanche_hederae",-0.30980392
"1148","Pedicularis_verticillata",0.339570682
"1149","Odontites_verna",0.424881637
"1150","Pedicularis_palustris",0.571708832
"1151","Pedicularis_sceptrum-carolinum",0.190331698
"1152","Pinguicula_vulgaris",0.164352856
"1153","Veronica_prostrata",0.324282455
"1154","Veronica_anagallis-aquatica",0.193124598
"1155","Linaria_purpurea",0.230448921
"1156","Cymbalaria_pallida",0.408239965
"1157","Globularia_punctata",0.269512944
"1158","Plantago_alpina",0.540329475
"1159","Gratiola_officinalis",0.045322979
"1160","Chaenorhinum_minus",0.230448921
"1161","Antirrhinum_majus",0.271841607
"1162","Linaria_vulgaris",0.354108439
"1163","Linaria_repens",0.192567453
"1164","Linaria_alpina",0.012837225
"1165","Callitriche_stagnalis",0.053078443
"1166","Globularia_nudicaulis",0.309630167
"1167","Globularia_cordifolia",0.127104798
"1168","Digitalis_purpurea",0.292256071
"1169","Plantago_lanceolata",0.633468456
"1170","Plantago_lagopus",0.413299764
"1171","Plantago_maritima",0.571708832
"1172","Plantago_coronopus",0.506505032
"1173","Plantago_major",0.463892989
"1174","Plantago_media",0.44870632
"1175","Veronica_beccabunga",0.225309282
"1176","Veronica_catenata",0.149219113
"1177","Veronica_scutellata",0.307496038
"1178","Veronica_urticifolia",0.230448921
"1179","Veronica_officinalis",0.372912003
"1180","Veronica_triphyllos",0.348304863
"1181","Veronica_hederifolia",0.541579244
"1182","Veronica_arvensis",0.348304863
"1183","Veronica_verna",0.100370545
"1184","Veronica_chamaedrys",0.40654018
"1185","Veronica_persica",0.511883361
"1186","Fraxinus_pennsylvanica",0.209515015
"1187","Fraxinus_americana",0.204119983
"1188","Fraxinus_excelsior",0.336459734
"1189","Syringa_vulgaris",0.426511261
"1190","Nicotiana_alata",0.361727836
"1191","Solanum_dulcamara",0.534026106
"1192","Cuscuta_europaea",0.552668216
"1193","Cuscuta_campestris",0.540329475
"1194","Convolvulus_althaeoides",0.684845362
"1195","Convolvulus_arvensis",0.688419822
"1196","Calystegia_sepium",0.699837726
"1197","Ipomoea_purpurea",0.73479983
"1198","Vaccinium_vitis-idaea",0.46834733
"1199","Ledum_palustre",-0.236572006
"1200","Calluna_vulgaris",0.167317335
"1201","Erica_ciliaris",0.037426498
"1202","Erica_tetralix",0.08278537
"1203","Erica_cinerea",0.198657087
"1204","Rhodothamnus_chamaecistus",0.139879086
"1205","Rhododendron_ponticum",0.021189299
"1206","Chamaedaphne_calyculata",0.271841607
"1207","Andromeda_polifolia",0.352182518
"1208","Vaccinium_myrtillus",0.444044796
"1209","Erica_herbacea",0.250420002
"1210","Polemonium_caeruleum",0.51851394
"1211","Samolus_valerandi",0.139879086
"1212","Trientalis_europaea",0.499687083
"1213","Anagallis_tenella",0.334453751
"1214","Anagallis_minima",0.187520721
"1215","Lysimachia_punctata",0.474216264
"1216","Lysimachia_vulgaris",0.431363764
"1217","Androsace_septentrionalis",0.29992113
"1218","Androsace_alpina",0.276070993
"1219","Androsace_lactea",0.230448921
"1220","Primula_elatior",0.517195898
"1221","Primula_veris",0.564666064
"1222","Primula_vulgaris",0.558708571
"1223","Primula_farinosa",0.28780173
"1224","Soldanella_pusilla",0.363762359
"1225","Primula_auricula",0.40654018
"1226","Impatiens_noli-tangere",0.612783857
"1227","Impatiens_parviflora",0.64246452
"1228","Impatiens_glandulifera",0.673941999
"1229","Ranunculus_ficaria",0.419955748
"1230","Ranunculus_parnassiifolius",0.378579576
"1231","Aquilegia_einseleana",0.498310554
"1232","Aquilegia_vulgaris",0.58546073
"1233","Aquilegia_atrata",0.5774918
"1234","Thalictrum_minus",0.565847819
"1235","Thalictrum_flavum",0.552668216
"1236","Thalictrum_lucidum",0.506505032
"1237","Adonis_vernalis",0.204119983
"1238","Trollius_europaeus",0.551449998
"1239","Caltha_palustris",0.499687083
"1240","Nigella_damascena",0.542825427
"1241","Aconitum_napellus",0.522444234
"1242","Helleborus_foetidus",0.673941999
"1243","Helleborus_niger",0.660865478
"1244","Helleborus_viridis",0.658011397
"1245","Anemone_nemorosa",0.499687083
"1246","Anemone_ranunculoides",0.565847819
"1247","Pulsatilla_vernalis",0
"1248","Pulsatilla_vulgaris",0.255272505
"1249","Pulsatilla_pratensis",0.096910013
"1250","Hepatica_nobilis",0.501059262
"1251","Clematis_recta",0.57863921
"1252","Clematis_alpina",0
"1253","Clematis_vitalba",0.201397124
"1254","Myosurus_minimus",0.276461804
"1255","Ranunculus_aconitifolius",0.571708832
"1256","Ranunculus_platanifolius",0.551449998
"1257","Ranunculus_glacialis",0.104964846
"1258","Ranunculus_auricomus",0.499687083
"1259","Ranunculus_sceleratus",0.334453751
"1260","Ranunculus_thora",0.650307523
"1261","Ranunculus_hybridus",0.427988924
"1262","Ranunculus_flammula",0.507855872
"1263","Ranunculus_arvensis",0.892651034
"1264","Ranunculus_bulbosus",0.558708571
"1265","Ranunculus_sardous",0.5289167
"1266","Ranunculus_repens",0.540329475
"1267","Ranunculus_acris",0.558708571
"1268","Pulsatilla_alpina",0.326335861
"1269","Fumaria_muralis",0.491361694
"1270","Eschscholzia_californica",0.63447727
"1271","Chelidonium_majus",0.551449998
"1272","Glaucium_flavum",0.571708832
"1273","Argemone_mexicana",0.654176542
"1274","Papaver_argemone",0.40654018
"1275","Papaver_dubium",0.401400541
"1276","Papaver_rhoeas",0.385606274
"1277","Papaver_somniferum",0.698970004
"1278","Corydalis_solida",0.565847819
"1279","Fumaria_officinalis",0.64246452
"1280","Platanus_occidentalis",0.220108088
"1281","Asarum_europaeum",0.58546073
"1282","Aristolochia_clematitis",0.605305046
"1283","Liriodendron_tulipifera",0.096910013
"1284","Cedrus_atlantica",0.278753601
"1285","Cryptomeria_japonica",0.45331834
"1286","Thuja_plicata",0.096910013
"1287","Juniperus_communis",0.673941999
