species,velocity,log.velocity
Lotus corniculatus,4.1,0.612783857
Lotus corniculatus,4.1,0.612783857
Lotus corniculatus,4.1,0.612783857
Medicago sativa s. falcata,4.1,0.612783857
Medicago sativa s. falcata,4.1,0.612783857
Mercurialis perennis,4.1,0.612783857
Ononis spinosa,4.1,0.612783857
Ribes alpinum,4.1,0.612783857
Ribes alpinum,4.1,0.612783857
Ribes alpinum,4.1,0.612783857
Rosa dumalis,4.1,0.612783857
Rosa jundzillii,4.1,0.612783857
Rosa micrantha,4.1,0.612783857
Rosa micrantha,4.1,0.612783857
Rosa rubiginosa,4.1,0.612783857
Salvia pratensis,4.1,0.612783857
Salvia pratensis,4.1,0.612783857
Sorbus aria,4.1,0.612783857
Sorbus aria,4.1,0.612783857
Stellaria holostea,4.1,0.612783857
Viburnum opulus,4.1,0.612783857
Viburnum opulus,4.1,0.612783857
Viburnum opulus,4.1,0.612783857
Xanthium strumarium,4.1,0.612783857
Xanthium strumarium,4.1,0.612783857
Xanthium strumarium,4.1,0.612783857
Cruciata glabra,4.08,0.610660163
Agrimonia eupatoria,4.07,0.609594409
Impatiens parviflora,4.07,0.609594409
Lotus corniculatus,4.07,0.609594409
Pulmonaria officinalis,4.07,0.609594409
Rosa jundzillii,4.07,0.609594409
Rosa micrantha,4.07,0.609594409
Trifolium badium,4.07,0.609594409
Silene vulgaris,4.05,0.607455023
Vicia tetrasperma,4.05,0.607455023
Agrimonia eupatoria,4.03,0.605305046
Alliaria petiolata,4.03,0.605305046
Anthericum liliago,4.03,0.605305046
Anthericum liliago,4.03,0.605305046
Aristolochia clematitis,4.03,0.605305046
Atriplex patula,4.03,0.605305046
Brassica nigra,4.03,0.605305046
Brassica nigra,4.03,0.605305046
Brassica nigra,4.03,0.605305046
Calla palustris,4.03,0.605305046
Carthamus tinctorius,4.03,0.605305046
Carthamus tinctorius,4.03,0.605305046
Centaurea nigra,4.03,0.605305046
Convolvulus arvensis,4.03,0.605305046
Convolvulus arvensis,4.03,0.605305046
Convolvulus arvensis,4.03,0.605305046
Convolvulus arvensis,4.03,0.605305046
Convolvulus arvensis,4.03,0.605305046
Coronilla coronata,4.03,0.605305046
Coronilla coronata,4.03,0.605305046
Cynoglossum officinale,4.03,0.605305046
Cynoglossum officinale,4.03,0.605305046
Echium vulgare,4.03,0.605305046
Echium vulgare,4.03,0.605305046
Echium vulgare,4.03,0.605305046
Elymus caninus,4.03,0.605305046
Frangula alnus,4.03,0.605305046
Fumana procumbens,4.03,0.605305046
Galega officinalis,4.03,0.605305046
Galium aparine,4.03,0.605305046
Galium aparine,4.03,0.605305046
Honkenya peploides,4.03,0.605305046
Impatiens noli-tangere,4.03,0.605305046
Impatiens noli-tangere,4.03,0.605305046
Impatiens noli-tangere,4.03,0.605305046
Impatiens parviflora,4.03,0.605305046
Impatiens parviflora,4.03,0.605305046
Impatiens parviflora,4.03,0.605305046
Impatiens parviflora,4.03,0.605305046
Iris spuria,4.03,0.605305046
Juniperus communis,4.03,0.605305046
Juniperus communis,4.03,0.605305046
Lotus corniculatus,4.03,0.605305046
Medicago sativa s. falcata,4.03,0.605305046
Medicago sativa s. falcata,4.03,0.605305046
Medicago sativa s. falcata,4.03,0.605305046
Medicago sativa s. falcata,4.03,0.605305046
Oenanthe aquatica,4.03,0.605305046
Rosa agrestis,4.03,0.605305046
Rosa dumalis,4.03,0.605305046
Rosa jundzillii,4.03,0.605305046
Rosa jundzillii,4.03,0.605305046
Rosa micrantha,4.03,0.605305046
Rosa rubiginosa,4.03,0.605305046
Salvia pratensis,4.03,0.605305046
Salvia pratensis,4.03,0.605305046
Salvia pratensis,4.03,0.605305046
Salvia pratensis,4.03,0.605305046
Sanguisorba minor,4.03,0.605305046
Sanguisorba minor,4.03,0.605305046
Saponaria officinalis,4.03,0.605305046
Scirpus maritimus,4.03,0.605305046
Scirpus maritimus,4.03,0.605305046
Scirpus maritimus,4.03,0.605305046
Sparganium erectum,4.03,0.605305046
Sparganium erectum,4.03,0.605305046
Viburnum opulus,4.03,0.605305046
Thlaspi perfoliatum,4.02,0.604226053
Sanguisorba minor,4.01,0.603144373
Cynoglossum officinale,4,0.602059991
Impatiens noli-tangere,4,0.602059991
Anthericum ramosum,3.98,0.599883072
Thesium bavarum,3.98,0.599883072
Agrimonia eupatoria,3.97,0.598790507
Agrimonia eupatoria,3.97,0.598790507
Agrimonia eupatoria,3.97,0.598790507
Anchusa officinalis,3.97,0.598790507
Anthericum liliago,3.97,0.598790507
Anthyllis vulneraria,3.97,0.598790507
Anthyllis vulneraria,3.97,0.598790507
Atriplex prostrata,3.97,0.598790507
Atriplex prostrata,3.97,0.598790507
Brassica nigra,3.97,0.598790507
Cakile maritima,3.97,0.598790507
Cakile maritima,3.97,0.598790507
Calla palustris,3.97,0.598790507
Calla palustris,3.97,0.598790507
Chenopodium bonus-henricus,3.97,0.598790507
Convolvulus arvensis,3.97,0.598790507
Convolvulus arvensis,3.97,0.598790507
Cynoglossum officinale,3.97,0.598790507
Cynoglossum officinale,3.97,0.598790507
Echium vulgare,3.97,0.598790507
Echium vulgare,3.97,0.598790507
Fallopia convolvulus,3.97,0.598790507
Fallopia convolvulus,3.97,0.598790507
Frangula alnus,3.97,0.598790507
Fumana procumbens,3.97,0.598790507
Fumana procumbens,3.97,0.598790507
Fumaria officinalis,3.97,0.598790507
Galega officinalis,3.97,0.598790507
Galega officinalis,3.97,0.598790507
Galega officinalis,3.97,0.598790507
Halimione pedunculata,3.97,0.598790507
Honkenya peploides,3.97,0.598790507
Honkenya peploides,3.97,0.598790507
Impatiens noli-tangere,3.97,0.598790507
Impatiens noli-tangere,3.97,0.598790507
Impatiens noli-tangere,3.97,0.598790507
Impatiens noli-tangere,3.97,0.598790507
Juniperus communis,3.97,0.598790507
Lonicera periclymenum,3.97,0.598790507
Medicago sativa s. falcata,3.97,0.598790507
Medicago sativa s. falcata,3.97,0.598790507
Menyanthes trifoliata,3.97,0.598790507
Oenanthe aquatica,3.97,0.598790507
Potamogeton polygonifolius,3.97,0.598790507
Rosa dumalis,3.97,0.598790507
Rosa jundzillii,3.97,0.598790507
Rosa jundzillii,3.97,0.598790507
Salvia pratensis,3.97,0.598790507
Salvia pratensis,3.97,0.598790507
Salvia pratensis,3.97,0.598790507
Scirpus maritimus,3.97,0.598790507
Silene latifolia,3.97,0.598790507
Sinapis arvensis,3.97,0.598790507
Viburnum opulus,3.97,0.598790507
Viburnum opulus,3.97,0.598790507
Viburnum opulus,3.97,0.598790507
Vicia hirsuta,3.97,0.598790507
Xanthium strumarium,3.97,0.598790507
Setaria viridis,3.96,0.597695186
Euphorbia cyparissias,3.95,0.596597096
Galium sylvaticum,3.95,0.596597096
Potamogeton natans,3.95,0.596597096
Anthriscus sylvestris,3.94,0.595496222
Atriplex prostrata,3.94,0.595496222
Echium vulgare,3.94,0.595496222
Rosa dumalis,3.94,0.595496222
Conopodium majus,3.93,0.59439255
Trifolium montanum,3.92,0.593286067
Alliaria petiolata,3.91,0.592176757
Alliaria petiolata,3.91,0.592176757
Alliaria petiolata,3.91,0.592176757
Anthericum liliago,3.91,0.592176757
Anthriscus sylvestris,3.91,0.592176757
Anthyllis vulneraria,3.91,0.592176757
Anthyllis vulneraria,3.91,0.592176757
Anthyllis vulneraria,3.91,0.592176757
Aristolochia clematitis,3.91,0.592176757
Aristolochia clematitis,3.91,0.592176757
Aristolochia clematitis,3.91,0.592176757
Aristolochia clematitis,3.91,0.592176757
Atriplex prostrata,3.91,0.592176757
Brassica nigra,3.91,0.592176757
Brassica nigra,3.91,0.592176757
Bromus secalinus,3.91,0.592176757
Cakile maritima,3.91,0.592176757
Cakile maritima,3.91,0.592176757
Carthamus tinctorius,3.91,0.592176757
Carthamus tinctorius,3.91,0.592176757
Carthamus tinctorius,3.91,0.592176757
Cnicus benedictus,3.91,0.592176757
Cnicus benedictus,3.91,0.592176757
Convolvulus arvensis,3.91,0.592176757
Coronilla coronata,3.91,0.592176757
Coronilla coronata,3.91,0.592176757
Echium vulgare,3.91,0.592176757
Echium vulgare,3.91,0.592176757
Elymus caninus,3.91,0.592176757
Elymus caninus,3.91,0.592176757
Elymus caninus,3.91,0.592176757
Festuca gigantea,3.91,0.592176757
Fumaria officinalis,3.91,0.592176757
Galega officinalis,3.91,0.592176757
Galega officinalis,3.91,0.592176757
Galega officinalis,3.91,0.592176757
Galega officinalis,3.91,0.592176757
Galeopsis bifida,3.91,0.592176757
Galeopsis tetrahit,3.91,0.592176757
Hippophae rhamnoides,3.91,0.592176757
Lonicera periclymenum,3.91,0.592176757
Lonicera periclymenum,3.91,0.592176757
Medicago sativa s. falcata,3.91,0.592176757
Myrrhis odorata,3.91,0.592176757
Plantago lanceolata,3.91,0.592176757
Ranunculus arvensis,3.91,0.592176757
Ranunculus arvensis,3.91,0.592176757
Rosa dumalis,3.91,0.592176757
Rosa dumalis,3.91,0.592176757
Rosa micrantha,3.91,0.592176757
Salvia pratensis,3.91,0.592176757
Salvia pratensis,3.91,0.592176757
Salvia pratensis,3.91,0.592176757
Sanguisorba minor,3.91,0.592176757
Saponaria officinalis,3.91,0.592176757
Saponaria officinalis,3.91,0.592176757
Saponaria officinalis,3.91,0.592176757
Scirpus maritimus,3.91,0.592176757
Scirpus maritimus,3.91,0.592176757
Scirpus maritimus,3.91,0.592176757
Sinapis arvensis,3.91,0.592176757
Sinapis arvensis,3.91,0.592176757
Sinapis arvensis,3.91,0.592176757
Stachys sylvatica,3.91,0.592176757
Stipa pennata,3.91,0.592176757
Trifolium fragiferum,3.91,0.592176757
Viburnum opulus,3.91,0.592176757
Viburnum opulus,3.91,0.592176757
Vicia cracca,3.91,0.592176757
Xanthium strumarium,3.91,0.592176757
Xanthium strumarium,3.91,0.592176757
Bromus erectus,3.9,0.591064607
Cardamine pratensis,3.9,0.591064607
Silene uniflora,3.9,0.591064607
Calendula officinalis,3.89,0.589949601
Marrubium vulgare,3.89,0.589949601
Milium effusum,3.89,0.589949601
Stachys sylvatica,3.89,0.589949601
Teucrium scorodonia,3.89,0.589949601
Anthericum liliago,3.88,0.588831726
Anthyllis vulneraria,3.88,0.588831726
Fumaria officinalis,3.88,0.588831726
Salvia pratensis,3.88,0.588831726
Silene dioica,3.88,0.588831726
Sparganium erectum,3.88,0.588831726
Centaurea triumfetti,3.87,0.587710965
Sanguisorba officinalis,3.87,0.587710965
Ruta graveolens,3.86,0.586587305
Agrimonia eupatoria,3.85,0.58546073
Anthericum liliago,3.85,0.58546073
Anthericum liliago,3.85,0.58546073
Anthyllis vulneraria,3.85,0.58546073
Anthyllis vulneraria,3.85,0.58546073
Anthyllis vulneraria,3.85,0.58546073
Aquilegia vulgaris,3.85,0.58546073
Asarum europaeum,3.85,0.58546073
Astragalus glycyphyllos,3.85,0.58546073
Atriplex patula,3.85,0.58546073
Brassica nigra,3.85,0.58546073
Brassica nigra,3.85,0.58546073
Brassica nigra,3.85,0.58546073
Cakile maritima,3.85,0.58546073
Carthamus tinctorius,3.85,0.58546073
Chaerophyllum bulbosum,3.85,0.58546073
Chenopodium bonus-henricus,3.85,0.58546073
Coronilla coronata,3.85,0.58546073
Coronilla coronata,3.85,0.58546073
Coronilla coronata,3.85,0.58546073
Coronilla coronata,3.85,0.58546073
Coronilla coronata,3.85,0.58546073
Cynoglossum officinale,3.85,0.58546073
Elymus caninus,3.85,0.58546073
Fallopia convolvulus,3.85,0.58546073
Fumana procumbens,3.85,0.58546073
Fumana procumbens,3.85,0.58546073
Fumana procumbens,3.85,0.58546073
Fumana procumbens,3.85,0.58546073
Fumaria officinalis,3.85,0.58546073
Galega officinalis,3.85,0.58546073
Galega officinalis,3.85,0.58546073
Galeopsis bifida,3.85,0.58546073
Galeopsis bifida,3.85,0.58546073
Galeopsis bifida,3.85,0.58546073
Galeopsis bifida,3.85,0.58546073
Galeopsis tetrahit,3.85,0.58546073
Galeopsis tetrahit,3.85,0.58546073
Genista tinctoria,3.85,0.58546073
Genista tinctoria,3.85,0.58546073
Hippophae rhamnoides,3.85,0.58546073
Hippophae rhamnoides,3.85,0.58546073
Honkenya peploides,3.85,0.58546073
Impatiens parviflora,3.85,0.58546073
Juniperus communis,3.85,0.58546073
Lathyrus pratensis,3.85,0.58546073
Lonicera periclymenum,3.85,0.58546073
Lonicera periclymenum,3.85,0.58546073
Malva verticillata,3.85,0.58546073
Medicago sativa,3.85,0.58546073
Medicago sativa s. falcata,3.85,0.58546073
Melampyrum pratense,3.85,0.58546073
Menyanthes trifoliata,3.85,0.58546073
Menyanthes trifoliata,3.85,0.58546073
Menyanthes trifoliata,3.85,0.58546073
Oenanthe aquatica,3.85,0.58546073
Oenanthe aquatica,3.85,0.58546073
Oenanthe aquatica,3.85,0.58546073
Pimpinella major,3.85,0.58546073
Plantago lanceolata,3.85,0.58546073
Plantago lanceolata,3.85,0.58546073
Rosa jundzillii,3.85,0.58546073
Salvia pratensis,3.85,0.58546073
Salvia pratensis,3.85,0.58546073
Sanguisorba minor,3.85,0.58546073
Saponaria officinalis,3.85,0.58546073
Sinapis arvensis,3.85,0.58546073
Sinapis arvensis,3.85,0.58546073
Sinapis arvensis,3.85,0.58546073
Sinapis arvensis,3.85,0.58546073
Stachys sylvatica,3.85,0.58546073
Stellaria holostea,3.85,0.58546073
Stipa pennata,3.85,0.58546073
Coronilla varia,3.84,0.584331224
Hordeum murinum,3.84,0.584331224
Stachys sylvatica,3.84,0.584331224
Geranium molle,3.83,0.583198774
Pimpinella saxifraga,3.83,0.583198774
Viola riviniana,3.83,0.583198774
Alliaria petiolata,3.82,0.582063363
Conium maculatum,3.82,0.582063363
Galeopsis bifida,3.82,0.582063363
Lonicera periclymenum,3.82,0.582063363
Stachys palustris,3.82,0.582063363
Teucrium chamaedrys,3.82,0.582063363
Vulpia bromoides,3.82,0.582063363
Helianthemum nummularium,3.81,0.580924976
Amaranthus caudatus,3.8,0.579783597
Potamogeton polygonifolius,3.8,0.579783597
Potamogeton polygonifolius,3.8,0.579783597
Anthericum liliago,3.79,0.57863921
Anthericum liliago,3.79,0.57863921
Anthriscus sylvestris,3.79,0.57863921
Anthriscus sylvestris,3.79,0.57863921
Anthyllis vulneraria,3.79,0.57863921
Arctium lappa,3.79,0.57863921
Arctium lappa,3.79,0.57863921
Atriplex patula,3.79,0.57863921
Atriplex patula,3.79,0.57863921
Atriplex patula,3.79,0.57863921
Brassica nigra,3.79,0.57863921
Bromus secalinus,3.79,0.57863921
Cakile maritima,3.79,0.57863921
Carthamus tinctorius,3.79,0.57863921
Clematis recta,3.79,0.57863921
Cynoglossum officinale,3.79,0.57863921
Dipsacus pilosus,3.79,0.57863921
Elymus caninus,3.79,0.57863921
Elymus caninus,3.79,0.57863921
Festuca gigantea,3.79,0.57863921
Fumana procumbens,3.79,0.57863921
Fumaria officinalis,3.79,0.57863921
Galeopsis bifida,3.79,0.57863921
Galeopsis bifida,3.79,0.57863921
Genista tinctoria,3.79,0.57863921
Genista tinctoria,3.79,0.57863921
Genista tinctoria,3.79,0.57863921
Halimione pedunculata,3.79,0.57863921
Halimione pedunculata,3.79,0.57863921
Helianthemum nummularium,3.79,0.57863921
Hippophae rhamnoides,3.79,0.57863921
Impatiens noli-tangere,3.79,0.57863921
Iris sibirica,3.79,0.57863921
Lepidium campestre,3.79,0.57863921
Lepidium campestre,3.79,0.57863921
Lepidium campestre,3.79,0.57863921
Lonicera periclymenum,3.79,0.57863921
Lotus corniculatus,3.79,0.57863921
Medicago sativa,3.79,0.57863921
Melampyrum pratense,3.79,0.57863921
Melilotus officinalis,3.79,0.57863921
Melilotus officinalis,3.79,0.57863921
Melilotus officinalis,3.79,0.57863921
Melilotus officinalis,3.79,0.57863921
Melilotus officinalis,3.79,0.57863921
Mercurialis annua,3.79,0.57863921
Oenanthe aquatica,3.79,0.57863921
Oenanthe aquatica,3.79,0.57863921
Plantago lanceolata,3.79,0.57863921
Pleurospermum austriacum,3.79,0.57863921
Pleurospermum austriacum,3.79,0.57863921
Ranunculus arvensis,3.79,0.57863921
Ranunculus arvensis,3.79,0.57863921
Rosa micrantha,3.79,0.57863921
Salvia pratensis,3.79,0.57863921
Salvia pratensis,3.79,0.57863921
Salvia pratensis,3.79,0.57863921
Salvia pratensis,3.79,0.57863921
Salvia pratensis,3.79,0.57863921
Salvia pratensis,3.79,0.57863921
Salvia pratensis,3.79,0.57863921
Salvia pratensis,3.79,0.57863921
Salvia pratensis,3.79,0.57863921
Sanguisorba minor,3.79,0.57863921
Sanguisorba minor,3.79,0.57863921
Saponaria officinalis,3.79,0.57863921
Saponaria officinalis,3.79,0.57863921
Setaria pumila,3.79,0.57863921
Setaria pumila,3.79,0.57863921
Sinapis arvensis,3.79,0.57863921
Sinapis arvensis,3.79,0.57863921
Stachys palustris,3.79,0.57863921
Stellaria holostea,3.79,0.57863921
Stellaria holostea,3.79,0.57863921
Stipa pennata,3.79,0.57863921
Teucrium scorodonia,3.79,0.57863921
Trifolium fragiferum,3.79,0.57863921
Trifolium pratense,3.79,0.57863921
Trifolium pratense,3.79,0.57863921
Viburnum opulus,3.79,0.57863921
Viola canina,3.79,0.57863921
Aquilegia atrata,3.78,0.5774918
Cirsium pannonicum,3.78,0.5774918
Centaurea jacea,3.77,0.57634135
Fallopia convolvulus,3.77,0.57634135
Lolium multiflorum,3.77,0.57634135
Genista tinctoria,3.76,0.575187845
Ranunculus arvensis,3.76,0.575187845
Sanguisorba minor,3.76,0.575187845
Chaerophyllum temulum,3.75,0.574031268
Galium lucidum,3.75,0.574031268
Melilotus altissima,3.75,0.574031268
Nepeta cataria,3.75,0.574031268
Alliaria petiolata,3.73,0.571708832
Alliaria petiolata,3.73,0.571708832
Althaea officinalis,3.73,0.571708832
Anthericum liliago,3.73,0.571708832
Anthriscus sylvestris,3.73,0.571708832
Aquilegia vulgaris,3.73,0.571708832
Atriplex patula,3.73,0.571708832
Atriplex prostrata,3.73,0.571708832
Atriplex prostrata,3.73,0.571708832
Atriplex prostrata,3.73,0.571708832
Atriplex prostrata,3.73,0.571708832
Brassica nigra,3.73,0.571708832
Brassica nigra,3.73,0.571708832
Brassica nigra,3.73,0.571708832
Brassica nigra,3.73,0.571708832
Brassica nigra,3.73,0.571708832
Brassica nigra,3.73,0.571708832
Brassica nigra,3.73,0.571708832
Brassica nigra,3.73,0.571708832
Bromus secalinus,3.73,0.571708832
Bromus secalinus,3.73,0.571708832
Bromus secalinus,3.73,0.571708832
Carex extensa,3.73,0.571708832
Carthamus tinctorius,3.73,0.571708832
Chaerophyllum bulbosum,3.73,0.571708832
Cladium mariscus,3.73,0.571708832
Clematis recta,3.73,0.571708832
Cnicus benedictus,3.73,0.571708832
Dipsacus pilosus,3.73,0.571708832
Echium vulgare,3.73,0.571708832
Erodium lebelii,3.73,0.571708832
Fumana procumbens,3.73,0.571708832
Fumana procumbens,3.73,0.571708832
Fumaria officinalis,3.73,0.571708832
Galeopsis bifida,3.73,0.571708832
Galeopsis tetrahit,3.73,0.571708832
Galeopsis tetrahit,3.73,0.571708832
Galium palustre,3.73,0.571708832
Galium palustre,3.73,0.571708832
Galium palustre,3.73,0.571708832
Galium palustre,3.73,0.571708832
Genista tinctoria,3.73,0.571708832
Glaucium flavum,3.73,0.571708832
Halimione pedunculata,3.73,0.571708832
Helianthemum nummularium,3.73,0.571708832
Helianthemum nummularium,3.73,0.571708832
Hippophae rhamnoides,3.73,0.571708832
Hippophae rhamnoides,3.73,0.571708832
Hippophae rhamnoides,3.73,0.571708832
Lepidium campestre,3.73,0.571708832
Lepidium campestre,3.73,0.571708832
Lepidium campestre,3.73,0.571708832
Lepidium campestre,3.73,0.571708832
Lepidium campestre,3.73,0.571708832
Lepidium campestre,3.73,0.571708832
Lonicera periclymenum,3.73,0.571708832
Lonicera periclymenum,3.73,0.571708832
Lotus corniculatus,3.73,0.571708832
Lotus corniculatus,3.73,0.571708832
Lotus corniculatus,3.73,0.571708832
Lotus corniculatus,3.73,0.571708832
Lotus corniculatus,3.73,0.571708832
Lotus corniculatus,3.73,0.571708832
Malva verticillata,3.73,0.571708832
Medicago lupulina,3.73,0.571708832
Medicago lupulina,3.73,0.571708832
Medicago sativa,3.73,0.571708832
Melampyrum pratense,3.73,0.571708832
Melampyrum pratense,3.73,0.571708832
Melilotus officinalis,3.73,0.571708832
Menyanthes trifoliata,3.73,0.571708832
Mercurialis annua,3.73,0.571708832
Oenanthe aquatica,3.73,0.571708832
Oenanthe aquatica,3.73,0.571708832
Pedicularis palustris,3.73,0.571708832
Plantago lanceolata,3.73,0.571708832
Plantago lanceolata,3.73,0.571708832
Plantago maritima,3.73,0.571708832
Pleurospermum austriacum,3.73,0.571708832
Pleurospermum austriacum,3.73,0.571708832
Pleurospermum austriacum,3.73,0.571708832
Potamogeton polygonifolius,3.73,0.571708832
Ranunculus aconitifolius,3.73,0.571708832
Ranunculus arvensis,3.73,0.571708832
Rosa micrantha,3.73,0.571708832
Sanguisorba minor,3.73,0.571708832
Sanguisorba minor,3.73,0.571708832
Saponaria officinalis,3.73,0.571708832
Saponaria officinalis,3.73,0.571708832
Saponaria officinalis,3.73,0.571708832
Saponaria officinalis,3.73,0.571708832
Saponaria officinalis,3.73,0.571708832
Scirpus maritimus,3.73,0.571708832
Scirpus maritimus,3.73,0.571708832
Setaria pumila,3.73,0.571708832
Sinapis arvensis,3.73,0.571708832
Sparganium erectum,3.73,0.571708832
Trifolium fragiferum,3.73,0.571708832
Trifolium fragiferum,3.73,0.571708832
Trifolium pratense,3.73,0.571708832
Trifolium pratense,3.73,0.571708832
Viola canina,3.73,0.571708832
Viola canina,3.73,0.571708832
Viola elatior,3.73,0.571708832
Aristolochia clematitis,3.72,0.57054294
Geranium robertianum,3.72,0.57054294
Melittis melissophyllum,3.72,0.57054294
Silene vulgaris,3.72,0.57054294
Stachys recta,3.72,0.57054294
Armeria maritima,3.71,0.56937391
Brassica nigra,3.71,0.56937391
Melilotus officinalis,3.71,0.56937391
Pleurospermum austriacum,3.71,0.56937391
Viola canina,3.71,0.56937391
Aegopodium podagraria,3.7,0.568201724
Bupleurum falcatum,3.7,0.568201724
Geranium pratense,3.7,0.568201724
Lotus corniculatus,3.7,0.568201724
Atriplex patula,3.69,0.567026366
Trifolium pratense,3.69,0.567026366
Alliaria petiolata,3.68,0.565847819
Althaea officinalis,3.68,0.565847819
Anchusa officinalis,3.68,0.565847819
Anemone ranunculoides,3.68,0.565847819
Aquilegia vulgaris,3.68,0.565847819
Atriplex littoralis,3.68,0.565847819
Brassica nigra,3.68,0.565847819
Brassica nigra,3.68,0.565847819
Brassica nigra,3.68,0.565847819
Brassica nigra,3.68,0.565847819
Brassica nigra,3.68,0.565847819
Bromus secalinus,3.68,0.565847819
Bromus secalinus,3.68,0.565847819
Bromus secalinus,3.68,0.565847819
Cakile maritima,3.68,0.565847819
Carex panicea,3.68,0.565847819
Carex panicea,3.68,0.565847819
Carex panicea,3.68,0.565847819
Carthamus tinctorius,3.68,0.565847819
Centaurea cyanus,3.68,0.565847819
Centaurea jacea,3.68,0.565847819
