"asterbranchtimes",""
45.743740678856,0.0641035721517184
45.743740678856,0.0944126522904454
45.743740678856,0.320384295203796
22.871899998856,0.262217535
45.743740678856,0.0055473781495005
45.7437,0.0211696025
45.743740678856,-0.00239611501564962
45.743740678856,0.0364566676641633
22.871899998856,0.289571556
22.871899998856,-0.0590563930000001
22.871899998856,0.058687821
22.871899998856,0.191835887
45.7437308525477,0.0564375093648824
45.7437308525477,0.0742225720415199
40.8628260455477,0.00344942423923946
34.9405123945477,0.0670260316395432
29.0643324005477,0.253154084287264
1.00064000054774,0.5694764315
15.0349224205477,0.049787710711081
13.1920748375477,-0.0543535667095936
2.91106625754774,-0.16635032670304
2.79240000754775,0.00263316650000003
2.45965367424775,-0.332255082161
1.26760800724774,-0.45212550208586
0.275261007247742,-0.3623443225
6.04130450454775,0.0394909613120636
3.99683000454775,0.0987773485
2.90682933754775,-0.0241306905460083
1.65494900454775,0.0430837490920578
0.185978004547742,-0.0392638275
5.46927000354774,0.227682630471098
2.68591000354774,0.239663423305868
2.13136492624774,0.170460461690133
0.592953378247742,-0.241498739050811
0.337408503247744,-0.118528898483133
0.219257003247741,-0.128746918398045
0.101716003247738,-0.3227536995
0.468727253247742,-0.335334087269448
0.196229003247744,-0.384775539
0.236098669947744,-0.293197820313953
0.176770503277744,-0.288792089054113
0.126088003277744,-0.2387778835
1.76858121184774,0.41350200291829
0.391399836847739,0.593902357857931
0.255887003547741,0.6541647985
0.309662503517742,0.551707442756477
0.189502003517745,0.5670821765
0.209695003517744,0.537627771838326
0.0547140035177449,0.519538043673075
0.0176230035177483,0.590823198
1.15276900354774,0.275677026029411
0.415919003547742,0.604021715
32.2411693855477,-0.015685868827715
25.3343299385477,-0.0172309700045412
16.4502349995477,-0.0182420775314445
14.6537999995477,0.1358046505
14.3822933325477,-0.138922082257564
10.8487049995477,-0.239516214596579
7.34668999954774,-0.0794767675
23.6438209565477,-0.0168241910836723
17.3572031325477,-0.144065306979675
16.8177900260477,-0.170207074891222
12.1411212490477,-0.219433973808976
11.3830170990477,-0.269441087906717
11.1140994990477,-0.342680883748609
5.89585933204774,-0.288671563701423
2.51192899904774,-0.181566500255293
1.54309999904774,-0.168338033
9.59619207104774,-0.10311138690203
7.66514290004774,-0.0309296188761386
1.64932000004774,0.0325469945
2.08759737504774,-0.0886914327732178
1.68391983334774,-0.101363911864938
1.65391200001775,-0.133807317956026
0.548724000017749,-0.182258127
23.3101678419477,0.0497165490087377
20.4703359369477,0.0785942340724241
13.1247899999477,0.0592304114217193
8.68434999994774,0.0907082137363144
4.35666999994774,-0.024525643
7.54882791694774,0.102322674596318
5.06017999994774,0.3345189005
5.32227349994774,-0.0856911600234269
3.97347812494774,0.0102089230891036
3.01617349994774,0.0370843802980931
0.93993699994774,-0.209626815970327
0.788793999947742,-0.1003297255
17.1806929989477,0.0188219079449841
13.1614897129477,-0.0498102994469193
10.2797938319477,-0.0391811331207076
5.74378824894774,-0.0437769069627234
4.95223366564775,0.0394365616237278
1.75854799864775,0.0473748285931802
1.09656999864775,0.079979001
4.29839999894774,-0.1442651095
14.2821712489477,0.0862626696726531
10.6033083319477,0.069288896446037
1.64502749894774,-0.349721686164391
0.249214998947743,-0.334185141
28.2724889815477,-0.0143693451936151
24.2839440835477,-0.156413661328547
22.8824808635477,-0.149398290937393
15.8489871665477,-0.35161513587236
3.60027999654774,-0.5267905715
6.70955243754774,-0.196986470995198
0.531265249547744,-0.249127438811703
0.209943999547747,-0.310619412
0.361355299547746,-0.208901199468149
0.308030582877748,-0.272973645813413
0.165322499577748,-0.1330805
0.187648499577747,-0.390032330407304
0.161014999577745,-0.258849116
7.62901195354775,-0.16986409026375
1.79780000354775,-0.273187963
6.49633507454774,-0.11251851416377
2.61346850354774,-0.0708867881065739
2.06199500354774,-0.077187709
1.42131229454775,-0.160335648766734
0.161813252547745,-0.402963844776086
0.110462502547747,-0.3142813415
0.910742169547746,-0.00493246728341752
0.712365252847746,0.039763623410728
0.143377502847748,-0.2198075385
24.5937208275477,0.117633733369086
18.8843755865477,-0.0948428731449531
4.63646877654774,0.360750901187616
1.02070000354774,0.2941358535
2.84011769154775,0.401849196225463
2.57629850404775,0.524873694531
0.378637004047746,0.5869426205
2.17772850404775,0.279526729591399
1.17724825404775,0.22524000379368
