"asterbranchtimes",""
1.11749850404775,0.170899186697674
0.602608004047745,0.113769309738549
0.555336004047746,0.0856541084204789
0.319110004047744,0.161034014009021
0.288328004047742,0.1692059335
5.22358216654774,-0.561495667871464
0.500394249547746,-0.673463030289038
0.0647264995477457,-0.723665892
19.7845734335477,0.287755484970873
2.90988750354774,0.338364117431228
1.67965500354774,0.3085945615
13.4545396665477,0.261532885792058
12.9058999998477,-0.036160868
12.5129099998477,0.490004847466485
11.3007999998477,0.68903171
45.7437308525477,0.099629427791911
45.7437308525477,0.115006207420066
45.7437,0.11554356
22.8719000025477,0.1142001795
45.7437308525477,0.0910867775264329
45.7437308525477,0.155133700510346
45.7437308525477,0.078197492807971
45.7437308525477,0.045889251960899
22.8719000025477,-0.1355599318
22.8719000025477,-0.15413862
22.8719000025477,-0.138631676333333
22.8719000025477,0.002160687
22.8719000025477,0.366708262
45.7437308525477,0.0451582947273876
45.7437308525477,0.176325491843556
45.7437308525477,0.322763136289205
22.8719000025477,0.562307281333333
22.8719000025477,0.5496054395
45.7437308525477,0.214968211270382
45.7437308525477,0.0854420971105395
22.8719000025477,0.252031441
45.7437308525477,-0.12700965477065
22.8719000025477,-0.250247047
45.7437308525477,-0.0280910443350058
45.7437308525477,-0.2345031306631
22.8719000025477,-0.261895367666667
22.8719000025477,-0.193873047
45.7437,-0.220806983333333
45.7437,-0.3418051245
45.743724137931,0.0833716049515319
45.743724137931,-0.105179847777034
45.743724137931,-0.292891321530828
22.871899997931,-0.6676790125
45.7437,0.0408181653333334
45.7437,0.1650314035
45.7437,0.418574388666667
45.7437,0.4386626325
